,Date,Team,ELOR
116,7 Jan 1899,Wales,1536.637721
117,7 Jan 1899,England,1443.3402019999999
118,4 Feb 1899,Ireland,1451.2606230000001
119,4 Feb 1899,England,1410.548289
120,18 Feb 1899,Scotland,1540.069189
121,18 Feb 1899,Ireland,1512.744801
122,4 Mar 1899,Scotland,1578.0532150000001
123,4 Mar 1899,Wales,1498.653695
124,11 Mar 1899,England,1383.549386
125,11 Mar 1899,Scotland,1605.052118
126,18 Mar 1899,Wales,1465.7331800000002
127,18 Mar 1899,Ireland,1545.665316
128,24 Jun 1899,Australia,1551.961782
129,24 Jun 1899,Britain,1557.097978
130,22 Jul 1899,Australia,1491.72345
131,22 Jul 1899,Britain,1617.33631
132,5 Aug 1899,Australia,1479.669394
133,5 Aug 1899,Britain,1629.390366
134,12 Aug 1899,Australia,1437.3362710000001
135,12 Aug 1899,Britain,1671.723489
136,6 Jan 1900,England,1335.892778
137,6 Jan 1900,Wales,1513.3897880000002
138,27 Jan 1900,Wales,1560.987448
139,27 Jan 1900,Scotland,1557.454458
140,3 Feb 1900,England,1403.347211
141,3 Feb 1900,Ireland,1478.210883
142,24 Feb 1900,Ireland,1478.210883
143,24 Feb 1900,Scotland,1557.454458
144,10 Mar 1900,Scotland,1557.454458
145,10 Mar 1900,England,1403.347211
146,17 Mar 1900,Ireland,1450.706465
147,17 Mar 1900,Wales,1588.491866
148,5 Jan 1901,Wales,1607.333069
149,5 Jan 1901,England,1384.506008
150,9 Feb 1901,Scotland,1601.2632529999998
151,9 Feb 1901,Wales,1563.524274
152,9 Feb 1901,Ireland,1470.093369
153,9 Feb 1901,England,1365.1191039999999
154,23 Feb 1901,Scotland,1615.983609
155,23 Feb 1901,Ireland,1455.3730130000001
156,9 Mar 1901,England,1334.926794
157,9 Mar 1901,Scotland,1646.175919
158,16 Mar 1901,Wales,1570.5352
159,16 Mar 1901,Ireland,1448.362087
160,11 Jan 1902,England,1326.8868630000002
161,11 Jan 1902,Wales,1578.575131
162,1 Feb 1902,Wales,1622.983326
163,1 Feb 1902,Scotland,1601.767724
164,8 Feb 1902,England,1357.908579
165,8 Feb 1902,Ireland,1417.340371
166,22 Feb 1902,Ireland,1463.639506
167,22 Feb 1902,Scotland,1555.468589
168,8 Mar 1902,Ireland,1420.631209
169,8 Mar 1902,Wales,1665.9916230000001
170,15 Mar 1902,Scotland,1509.36294
171,15 Mar 1902,England,1404.014228
172,10 Jan 1903,Wales,1679.874305
173,10 Jan 1903,England,1390.131546
174,7 Feb 1903,Scotland,1558.202183
175,7 Feb 1903,Wales,1631.035062
176,14 Feb 1903,Ireland,1447.569078
177,14 Feb 1903,England,1363.193677
178,28 Feb 1903,Scotland,1572.0748720000001
179,28 Feb 1903,Ireland,1433.696389
180,14 Mar 1903,Wales,1650.871398
181,14 Mar 1903,Ireland,1413.8600529999999
182,21 Mar 1903,England,1342.422858
183,21 Mar 1903,Scotland,1592.845691
184,15 Aug 1903,Australia,1374.435921
185,15 Aug 1903,New Zealand,1562.90035
186,26 Aug 1903,South Africa,1390.9402400000001
187,26 Aug 1903,Britain,1671.723489
188,5 Sep 1903,South Africa,1390.9402400000001
189,5 Sep 1903,Britain,1671.723489
190,12 Sep 1903,South Africa,1457.80171
191,12 Sep 1903,Britain,1604.862019
192,9 Jan 1904,England,1342.422858
193,9 Jan 1904,Wales,1650.871398
194,6 Feb 1904,Wales,1687.5168620000002
195,6 Feb 1904,Scotland,1556.200227
196,13 Feb 1904,England,1400.860507
197,13 Feb 1904,Ireland,1355.422404
198,27 Feb 1904,Ireland,1317.693509
199,27 Feb 1904,Scotland,1593.929122
200,12 Mar 1904,Ireland,1354.677978
201,12 Mar 1904,Wales,1650.532393
202,19 Mar 1904,Scotland,1603.4609
203,19 Mar 1904,England,1391.3287289999998
204,2 Jul 1904,Australia,1340.1956050000001
205,2 Jul 1904,Britain,1639.102335
206,23 Jul 1904,Australia,1316.255591
207,23 Jul 1904,Britain,1663.042349
208,30 Jul 1904,Australia,1296.173067
209,30 Jul 1904,Britain,1683.124873
210,13 Aug 1904,New Zealand,1606.306576
211,13 Aug 1904,Britain,1639.7186470000001
212,14 Jan 1905,Wales,1666.722038
213,14 Jan 1905,England,1375.139084
214,4 Feb 1905,Scotland,1574.400895
215,4 Feb 1905,Wales,1695.782043
216,11 Feb 1905,Ireland,1399.64392
217,11 Feb 1905,England,1330.173142
218,25 Feb 1905,Scotland,1511.174858
219,25 Feb 1905,Ireland,1462.869957
220,11 Mar 1905,Wales,1707.564225
221,11 Mar 1905,Ireland,1451.087775
222,18 Mar 1905,England,1298.651432
223,18 Mar 1905,Scotland,1542.696568
224,2 Sep 1905,New Zealand,1615.816627
225,2 Sep 1905,Australia,1286.663016
226,18 Nov 1905,Scotland,1506.15219
227,18 Nov 1905,New Zealand,1652.361005
228,25 Nov 1905,Ireland,1414.236386
229,25 Nov 1905,New Zealand,1689.2123940000001
230,2 Dec 1905,England,1282.7481480000001
231,2 Dec 1905,New Zealand,1705.1156780000001
232,16 Dec 1905,Wales,1728.829128
233,16 Dec 1905,New Zealand,1683.850775
234,1 Jan 1906,France,1451.2523529999999
235,1 Jan 1906,New Zealand,1732.5984219999998
236,13 Jan 1906,England,1271.302569
237,13 Jan 1906,Wales,1740.274707
238,3 Feb 1906,Wales,1751.2345129999999
239,3 Feb 1906,Scotland,1495.192384
240,10 Feb 1906,England,1231.934681
241,10 Feb 1906,Ireland,1453.604274
242,24 Feb 1906,Ireland,1407.438406
243,24 Feb 1906,Scotland,1541.358252
244,10 Mar 1906,Ireland,1466.24834
245,10 Mar 1906,Wales,1692.424579
246,17 Mar 1906,Scotland,1471.025231
247,17 Mar 1906,England,1302.2677019999999
248,22 Mar 1906,France,1346.1325980000001
249,22 Mar 1906,England,1407.387457
250,17 Nov 1906,Scotland,1499.741115
251,17 Nov 1906,South Africa,1429.085826
252,24 Nov 1906,Ireland,1429.517132
253,24 Nov 1906,South Africa,1465.817034
254,1 Dec 1906,Wales,1607.584193
255,1 Dec 1906,South Africa,1550.65742
256,8 Dec 1906,England,1407.387457
257,8 Dec 1906,South Africa,1550.65742
258,5 Jan 1907,England,1448.760806
259,5 Jan 1907,France,1304.759249
260,12 Jan 1907,Wales,1632.893188
261,12 Jan 1907,England,1423.451811
262,2 Feb 1907,Scotland,1531.678038
263,2 Feb 1907,Wales,1600.956265
264,9 Feb 1907,Ireland,1462.7895310000001
265,9 Feb 1907,England,1390.179412
266,23 Feb 1907,Scotland,1562.241658
267,23 Feb 1907,Ireland,1432.225911
268,9 Mar 1907,Wales,1627.181328
269,9 Mar 1907,Ireland,1406.0008480000001
270,16 Mar 1907,England,1363.620413
271,16 Mar 1907,Scotland,1588.800657
272,20 Jul 1907,Australia,1273.449069
273,20 Jul 1907,New Zealand,1745.8123690000002
274,3 Aug 1907,Australia,1264.7321279999999
275,3 Aug 1907,New Zealand,1754.5293100000001
276,10 Aug 1907,Australia,1264.7321279999999
277,10 Aug 1907,New Zealand,1754.5293100000001
278,1 Jan 1908,France,1241.205496
279,1 Jan 1908,England,1427.174166
280,18 Jan 1908,England,1395.1477
281,18 Jan 1908,Wales,1659.207794
282,1 Feb 1908,Wales,1667.416636
283,1 Feb 1908,Scotland,1580.591815
284,8 Feb 1908,England,1433.681605
285,8 Feb 1908,Ireland,1367.466943
286,29 Feb 1908,Ireland,1416.406311
287,29 Feb 1908,Scotland,1531.6524470000002
288,2 Mar 1908,Wales,1674.611825
289,2 Mar 1908,France,1234.010307
290,14 Mar 1908,Ireland,1395.861443
291,14 Mar 1908,Wales,1695.156693
292,21 Mar 1908,Scotland,1552.208929
293,21 Mar 1908,England,1413.125123
294,6 Jun 1908,New Zealand,1771.4813780000002
295,6 Jun 1908,Anglo-Welsh,1483.047932
296,27 Jun 1908,New Zealand,1771.4813780000002
297,27 Jun 1908,Anglo-Welsh,1483.047932
298,25 Jul 1908,New Zealand,1786.0448010000002
299,25 Jul 1908,Anglo-Welsh,1468.484509
300,12 Dec 1908,Wales,1697.944516
301,12 Dec 1908,Australia,1261.944305
302,9 Jan 1909,England,1351.575123
303,9 Jan 1909,Australia,1323.4943050000002
304,16 Jan 1909,Wales,1704.895534
305,16 Jan 1909,England,1344.624105
306,30 Jan 1909,England,1376.003705
307,30 Jan 1909,France,1202.630707
308,6 Feb 1909,Scotland,1534.765926
309,6 Feb 1909,Wales,1722.338537
310,13 Feb 1909,Ireland,1346.062103
311,13 Feb 1909,England,1425.8030449999999
312,23 Feb 1909,France,1191.538045
313,23 Feb 1909,Wales,1733.4311989999999
314,27 Feb 1909,Scotland,1548.4261800000002
315,27 Feb 1909,Ireland,1332.401849
316,13 Mar 1909,Wales,1739.659094
317,13 Mar 1909,Ireland,1326.1739539999999
318,20 Mar 1909,England,1383.696904
319,20 Mar 1909,Scotland,1590.5323210000001
320,20 Mar 1909,Ireland,1348.553659
321,20 Mar 1909,France,1169.15834
322,1 Jan 1910,Wales,1742.968728
323,1 Jan 1910,France,1165.848706
324,15 Jan 1910,England,1443.422176
325,15 Jan 1910,Wales,1683.243456
326,22 Jan 1910,Scotland,1597.446825
327,22 Jan 1910,France,1158.934202
328,5 Feb 1910,Wales,1713.3509390000002
329,5 Feb 1910,Scotland,1567.339342
330,12 Feb 1910,England,1443.422176
331,12 Feb 1910,Ireland,1348.553659
332,26 Feb 1910,Ireland,1314.9401189999999
333,26 Feb 1910,Scotland,1600.952882
334,3 Mar 1910,France,1138.225296
335,3 Mar 1910,England,1464.131082
336,12 Mar 1910,Ireland,1299.308013
337,12 Mar 1910,Wales,1728.983045
338,19 Mar 1910,Scotland,1529.4088179999999
339,19 Mar 1910,England,1535.675146
340,28 Mar 1910,France,1110.601668
341,28 Mar 1910,Ireland,1326.9316410000001
342,25 Jun 1910,Australia,1315.742192
343,25 Jun 1910,New Zealand,1793.796914
344,27 Jun 1910,Australia,1406.0435320000001
345,27 Jun 1910,New Zealand,1703.4955739999998
346,2 Jul 1910,Australia,1381.372738
347,2 Jul 1910,New Zealand,1728.166368
348,6 Aug 1910,South Africa,1583.685872
349,6 Aug 1910,Britain,1606.690195
350,27 Aug 1910,South Africa,1542.027288
351,27 Aug 1910,Britain,1648.348779
352,3 Sep 1910,South Africa,1602.9783029999999
353,3 Sep 1910,Britain,1587.397764
354,2 Jan 1911,France,1134.883491
355,2 Jan 1911,Scotland,1505.1269949999999
356,21 Jan 1911,Wales,1740.0364789999999
357,21 Jan 1911,England,1524.621712
358,28 Jan 1911,England,1533.74638
359,28 Jan 1911,France,1125.7588230000001
360,4 Feb 1911,Scotland,1468.6539070000001
361,4 Feb 1911,Wales,1776.5095670000003
362,11 Feb 1911,Ireland,1364.356791
363,11 Feb 1911,England,1496.32123
364,25 Feb 1911,Scotland,1410.844931
365,25 Feb 1911,Ireland,1422.165767
366,28 Feb 1911,France,1121.756644
367,28 Feb 1911,Wales,1780.5117460000001
368,11 Mar 1911,Wales,1788.92192
369,11 Mar 1911,Ireland,1413.7555929999999
370,18 Mar 1911,England,1516.268141
371,18 Mar 1911,Scotland,1390.8980199999999
372,25 Mar 1911,Ireland,1426.554772
373,25 Mar 1911,France,1108.957465
374,1 Jan 1912,France,1094.405276
375,1 Jan 1912,Ireland,1441.106961
376,20 Jan 1912,England,1582.370825
377,20 Jan 1912,Wales,1722.819236
378,20 Jan 1912,Scotland,1404.7297449999999
379,20 Jan 1912,France,1080.573551
380,3 Feb 1912,Wales,1732.998855
381,3 Feb 1912,Scotland,1394.550126
382,10 Feb 1912,England,1606.610914
383,10 Feb 1912,Ireland,1416.866872
384,24 Feb 1912,Ireland,1432.5472300000001
385,24 Feb 1912,Scotland,1378.869768
386,9 Mar 1912,Ireland,1497.490216
387,9 Mar 1912,Wales,1668.055869
388,16 Mar 1912,Scotland,1429.095854
389,16 Mar 1912,England,1556.384828
390,25 Mar 1912,Wales,1669.689198
391,25 Mar 1912,France,1078.9402220000002
392,8 Apr 1912,France,1070.100016
393,8 Apr 1912,England,1565.225034
394,16 Nov 1912,USA,1451.193888
395,16 Nov 1912,Australia,1430.17885
396,23 Nov 1912,Scotland,1387.376049
397,23 Nov 1912,South Africa,1644.698108
398,30 Nov 1912,Ireland,1438.213232
399,30 Nov 1912,South Africa,1703.9750920000001
400,14 Dec 1912,Wales,1638.338027
401,14 Dec 1912,South Africa,1735.326263
402,1 Jan 1913,France,1046.1508119999999
403,1 Jan 1913,Scotland,1411.325253
404,4 Jan 1913,England,1536.1758929999999
405,4 Jan 1913,South Africa,1764.375404
406,11 Jan 1913,France,1042.658369
407,11 Jan 1913,South Africa,1767.867847
408,18 Jan 1913,Wales,1562.380034
409,18 Jan 1913,England,1612.1338859999998
410,25 Jan 1913,England,1614.961976
411,25 Jan 1913,France,1039.830279
412,1 Feb 1913,Scotland,1376.241489
413,1 Feb 1913,Wales,1597.463798
414,8 Feb 1913,Ireland,1402.0028810000001
415,8 Feb 1913,England,1651.172327
416,22 Feb 1913,Scotland,1423.102962
417,22 Feb 1913,Ireland,1355.141408
418,27 Feb 1913,France,1036.495404
419,27 Feb 1913,Wales,1600.798673
420,8 Mar 1913,Wales,1608.171657
421,8 Mar 1913,Ireland,1347.768424
422,15 Mar 1913,England,1659.216964
423,15 Mar 1913,Scotland,1415.058325
424,24 Mar 1913,Ireland,1360.014582
425,24 Mar 1913,France,1024.249246
426,6 Sep 1913,New Zealand,1741.446555
427,6 Sep 1913,Australia,1416.8986630000002
428,13 Sep 1913,New Zealand,1750.550622
429,13 Sep 1913,Australia,1407.7945960000002
430,20 Sep 1913,New Zealand,1659.205258
431,20 Sep 1913,Australia,1499.13996
432,15 Nov 1913,USA,1400.7970109999999
433,15 Nov 1913,New Zealand,1709.602135
434,1 Jan 1914,France,1016.0471869999999
435,1 Jan 1914,Ireland,1368.216641
436,17 Jan 1914,England,1668.0842630000002
437,17 Jan 1914,Wales,1599.304358
438,7 Feb 1914,Wales,1620.783044
439,7 Feb 1914,Scotland,1393.579639
440,14 Feb 1914,England,1675.316891
441,14 Feb 1914,Ireland,1360.984013
442,28 Feb 1914,Ireland,1394.6228210000002
443,28 Feb 1914,Scotland,1359.9408310000001
444,2 Mar 1914,Wales,1623.422257
445,2 Mar 1914,France,1013.407974
446,14 Mar 1914,Ireland,1368.421918
447,14 Mar 1914,Wales,1649.6231599999999
448,21 Mar 1914,Scotland,1354.253698
449,21 Mar 1914,England,1681.0040239999998
450,13 Apr 1914,France,1009.07571
451,13 Apr 1914,England,1685.336288
452,18 Jul 1914,Australia,1476.158452
453,18 Jul 1914,New Zealand,1732.583643
454,1 Aug 1914,Australia,1445.4112699999998
455,1 Aug 1914,New Zealand,1763.330825
456,15 Aug 1914,Australia,1422.926317
457,15 Aug 1914,New Zealand,1785.8157780000001
458,1919,Romania,1408.868373
459,1919,USA,1491.928638
460,1 Jan 1920,France,996.278217
461,1 Jan 1920,Scotland,1367.051191
462,17 Jan 1920,Wales,1696.9148010000001
463,17 Jan 1920,England,1638.0446470000002
464,31 Jan 1920,England,1639.1511990000001
465,31 Jan 1920,France,995.1716650000001
466,7 Feb 1920,Scotland,1419.095424
467,7 Feb 1920,Wales,1644.870568
468,14 Feb 1920,Ireland,1354.5486859999999
469,14 Feb 1920,England,1653.024431
470,17 Feb 1920,France,994.1652640000001
471,17 Feb 1920,Wales,1645.876969
472,28 Feb 1920,Scotland,1455.421871
473,28 Feb 1920,Ireland,1318.2222390000002
474,13 Mar 1920,Wales,1657.117248
475,13 Mar 1920,Ireland,1306.98196
476,20 Mar 1920,England,1668.5170859999998
477,20 Mar 1920,Scotland,1439.929216
478,3 Apr 1920,Ireland,1227.417698
479,3 Apr 1920,France,1073.729526
480,10 Oct 1920,France,1154.356767
481,10 Oct 1920,USA,1411.3013970000002
482,15 Jan 1921,England,1709.7038100000002
483,15 Jan 1921,Wales,1615.930524
484,22 Jan 1921,Scotland,1390.520935
485,22 Jan 1921,France,1203.765048
486,5 Feb 1921,Wales,1549.559788
487,5 Feb 1921,Scotland,1456.891671
488,12 Feb 1921,England,1713.8947440000002
489,12 Feb 1921,Ireland,1223.226764
490,26 Feb 1921,Ireland,1242.853955
491,26 Feb 1921,Scotland,1437.26448
492,26 Feb 1921,Wales,1556.532011
493,26 Feb 1921,France,1196.792825
494,12 Mar 1921,Ireland,1226.763764
495,12 Mar 1921,Wales,1572.622202
496,19 Mar 1921,Scotland,1408.542256
497,19 Mar 1921,England,1742.616968
498,28 Mar 1921,France,1192.666271
499,28 Mar 1921,England,1746.743522
500,9 Apr 1921,France,1234.322195
501,9 Apr 1921,Ireland,1185.1078400000001
502,13 Aug 1921,New Zealand,1817.685697
503,13 Aug 1921,South Africa,1735.9979280000002
504,27 Aug 1921,New Zealand,1771.521498
505,27 Aug 1921,South Africa,1782.162127
506,17 Sep 1921,New Zealand,1771.521498
507,17 Sep 1921,South Africa,1782.162127
508,2 Jan 1922,France,1234.322195
509,2 Jan 1922,Scotland,1408.542256
510,21 Jan 1922,Wales,1651.926178
511,21 Jan 1922,England,1667.439546
512,4 Feb 1922,Scotland,1408.542256
513,4 Feb 1922,Wales,1651.926178
514,11 Feb 1922,Ireland,1176.833327
515,11 Feb 1922,England,1675.714059
516,25 Feb 1922,England,1675.714059
517,25 Feb 1922,France,1234.322195
518,25 Feb 1922,Scotland,1416.443859
519,25 Feb 1922,Ireland,1168.931724
520,11 Mar 1922,Wales,1654.856019
521,11 Mar 1922,Ireland,1166.001883
522,18 Mar 1922,England,1685.380141
523,18 Mar 1922,Scotland,1406.777777
524,23 Mar 1922,France,1223.469657
525,23 Mar 1922,Wales,1665.708557
526,8 Apr 1922,Ireland,1199.51532
527,8 Apr 1922,France,1189.95622
528,20 Jan 1923,England,1708.576964
529,20 Jan 1923,Wales,1642.511734
530,20 Jan 1923,Scotland,1422.95959
531,20 Jan 1923,France,1173.774407
532,3 Feb 1923,Wales,1595.465299
533,3 Feb 1923,Scotland,1470.006025
534,10 Feb 1923,England,1712.412611
535,10 Feb 1923,Ireland,1195.679673
536,24 Feb 1923,Ireland,1172.053512
537,24 Feb 1923,Scotland,1493.632186
538,24 Feb 1923,Wales,1600.099709
539,24 Feb 1923,France,1169.139997
540,10 Mar 1923,Ireland,1196.49308
541,10 Mar 1923,Wales,1575.660141
542,17 Mar 1923,Scotland,1479.9954300000002
543,17 Mar 1923,England,1726.049367
544,2 Apr 1923,France,1163.579149
545,2 Apr 1923,England,1731.610215
546,14 Apr 1923,France,1197.252972
547,14 Apr 1923,Ireland,1162.819257
548,1 Jan 1924,France,1230.773778
549,1 Jan 1924,Scotland,1446.474624
550,19 Jan 1924,Wales,1541.168475
551,19 Jan 1924,England,1766.1018809999998
552,26 Jan 1924,Ireland,1200.388127
553,26 Jan 1924,France,1193.204908
554,2 Feb 1924,Scotland,1514.392066
555,2 Feb 1924,Wales,1473.251033
556,9 Feb 1924,Ireland,1194.666457
557,9 Feb 1924,England,1771.8235510000002
558,23 Feb 1924,England,1774.086695
559,23 Feb 1924,France,1190.9417640000001
560,23 Feb 1924,Scotland,1520.9144919999999
561,23 Feb 1924,Ireland,1188.144031
562,8 Mar 1924,Wales,1423.857141
563,8 Mar 1924,Ireland,1237.537923
564,15 Mar 1924,England,1789.43124
565,15 Mar 1924,Scotland,1505.569947
566,27 Mar 1924,France,1172.067514
567,27 Mar 1924,Wales,1442.731391
568,4 May 1924,France,1288.134468
569,4 May 1924,Romania,1292.801419
570,11 May 1924,Romania,1228.0753650000001
571,11 May 1924,USA,1476.027451
572,18 May 1924,France,1250.266909
573,18 May 1924,USA,1513.89501
574,16 Aug 1924,South Africa,1793.1390030000002
575,16 Aug 1924,Britain,1576.420888
576,18 Aug 1924,Samoa,1452.280542
577,18 Aug 1924,Fiji,1547.719458
578,23 Aug 1924,South Africa,1810.870729
579,23 Aug 1924,Britain,1558.689162
580,25 Aug 1924,Tonga,1525.1561789999998
581,25 Aug 1924,Fiji,1522.563279
582,3 Sep 1924,Tonga,1463.8678630000002
583,3 Sep 1924,Fiji,1583.8515949999999
584,10 Sep 1924,Tonga,1463.8678630000002
585,10 Sep 1924,Fiji,1583.8515949999999
586,13 Sep 1924,South Africa,1810.870729
587,13 Sep 1924,Britain,1558.689162
588,19 Sep 1924,Samoa,1496.936443
589,19 Sep 1924,Fiji,1539.195694
590,20 Sep 1924,South Africa,1821.5749859999999
591,20 Sep 1924,Britain,1547.984905
592,1 Nov 1924,Ireland,1232.22079
593,1 Nov 1924,New Zealand,1776.8386309999999
594,29 Nov 1924,Wales,1420.1916130000002
595,29 Nov 1924,New Zealand,1799.378409
596,1 Jan 1925,France,1200.6547560000001
597,1 Jan 1925,Ireland,1281.832943
598,3 Jan 1925,England,1742.7748829999998
599,3 Jan 1925,New Zealand,1846.034766
600,17 Jan 1925,England,1749.7532390000001
601,17 Jan 1925,Wales,1413.213257
602,18 Jan 1925,France,1195.867904
603,18 Jan 1925,New Zealand,1850.821618
604,24 Jan 1925,Scotland,1517.426355
605,24 Jan 1925,France,1184.011496
606,7 Feb 1925,Wales,1368.590769
607,7 Feb 1925,Scotland,1562.048843
608,14 Feb 1925,England,1749.7532390000001
609,14 Feb 1925,Ireland,1281.832943
610,28 Feb 1925,Ireland,1263.145743
611,28 Feb 1925,Scotland,1580.7360429999999
612,28 Feb 1925,Wales,1382.520526
613,28 Feb 1925,France,1170.081739
614,14 Mar 1925,Ireland,1326.207639
615,14 Mar 1925,Wales,1319.45863
616,21 Mar 1925,Scotland,1615.418126
617,21 Mar 1925,England,1715.071156
618,13 Apr 1925,France,1167.252234
619,13 Apr 1925,England,1717.900661
620,2 Jan 1926,France,1155.632512
621,2 Jan 1926,Scotland,1627.037848
622,16 Jan 1926,Wales,1319.45863
623,16 Jan 1926,England,1717.900661
624,23 Jan 1926,Ireland,1345.203879
625,23 Jan 1926,France,1136.636272
626,6 Feb 1926,Scotland,1632.414342
627,6 Feb 1926,Wales,1314.082136
628,13 Feb 1926,Ireland,1399.52663
629,13 Feb 1926,England,1663.57791
630,27 Feb 1926,England,1666.507664
631,27 Feb 1926,France,1133.706518
632,27 Feb 1926,Scotland,1584.8363570000001
633,27 Feb 1926,Ireland,1447.104615
634,13 Mar 1926,Wales,1346.008949
635,13 Mar 1926,Ireland,1415.177802
636,20 Mar 1926,England,1603.485416
637,20 Mar 1926,Scotland,1647.8586050000001
638,5 Apr 1926,France,1119.7166630000002
639,5 Apr 1926,Wales,1359.9988039999998
640,30 Jul 1926,Samoa,1436.414033
641,30 Jul 1926,Tonga,1524.390273
642,14 Aug 1926,Fiji,1569.7059279999999
643,14 Aug 1926,Tonga,1493.8800390000001
644,16 Aug 1926,Fiji,1518.805766
645,16 Aug 1926,Tonga,1544.780201
