,Date,Team,ELOR
312,23 Feb 1909,France,1192.206125
313,23 Feb 1909,Wales,1733.723621
314,27 Feb 1909,Scotland,1549.704271
315,27 Feb 1909,Ireland,1333.462082
316,13 Mar 1909,Wales,1740.148975
317,13 Mar 1909,Ireland,1327.036728
318,20 Mar 1909,England,1385.47009
319,20 Mar 1909,Scotland,1591.1032810000002
320,20 Mar 1909,Ireland,1349.899814
321,20 Mar 1909,France,1169.343039
322,1 Jan 1910,Wales,1743.547125
323,1 Jan 1910,France,1165.944889
324,15 Jan 1910,England,1445.41231
325,15 Jan 1910,Wales,1683.6049050000001
326,22 Jan 1910,Scotland,1598.19057
327,22 Jan 1910,France,1158.8576
328,5 Feb 1910,Wales,1714.3906690000001
329,5 Feb 1910,Scotland,1567.404806
330,12 Feb 1910,England,1445.41231
331,12 Feb 1910,Ireland,1349.899814
332,26 Feb 1910,Ireland,1316.780495
333,26 Feb 1910,Scotland,1600.524125
334,3 Mar 1910,France,1138.785598
335,3 Mar 1910,England,1465.4843119999998
336,12 Mar 1910,Ireland,1301.471282
337,12 Mar 1910,Wales,1729.6998820000001
338,19 Mar 1910,Scotland,1529.609278
339,19 Mar 1910,England,1536.399159
340,28 Mar 1910,France,1111.804198
341,28 Mar 1910,Ireland,1328.452682
342,25 Jun 1910,Australia,1316.908485
343,25 Jun 1910,New Zealand,1792.3585890000002
344,27 Jun 1910,Australia,1407.323631
345,27 Jun 1910,New Zealand,1701.943443
346,2 Jul 1910,Australia,1382.8913519999999
347,2 Jul 1910,New Zealand,1726.3757219999998
348,6 Aug 1910,South Africa,1584.13993
349,6 Aug 1910,Britain,1603.25517
350,27 Aug 1910,South Africa,1542.592889
351,27 Aug 1910,Britain,1644.802211
352,3 Sep 1910,South Africa,1603.687923
353,3 Sep 1910,Britain,1583.707177
354,2 Jan 1911,France,1136.15506
355,2 Jan 1911,Scotland,1505.2584160000001
356,21 Jan 1911,Wales,1741.019741
357,21 Jan 1911,England,1525.0793
358,28 Jan 1911,England,1534.494434
359,28 Jan 1911,France,1126.739926
360,4 Feb 1911,Scotland,1469.650326
361,4 Feb 1911,Wales,1776.6278309999998
362,11 Feb 1911,Ireland,1366.172884
363,11 Feb 1911,England,1496.774232
364,25 Feb 1911,Scotland,1412.3430349999999
365,25 Feb 1911,Ireland,1423.480175
366,28 Feb 1911,France,1122.828612
367,28 Feb 1911,Wales,1780.539145
368,11 Mar 1911,Wales,1789.235493
369,11 Mar 1911,Ireland,1414.783827
370,18 Mar 1911,England,1517.2260130000002
371,18 Mar 1911,Scotland,1391.891254
372,25 Mar 1911,Ireland,1427.919413
373,25 Mar 1911,France,1109.693026
374,1 Jan 1912,France,1095.512981
375,1 Jan 1912,Ireland,1442.099458
376,20 Jan 1912,England,1583.73751
377,20 Jan 1912,Wales,1722.7239960000002
378,20 Jan 1912,Scotland,1406.092702
379,20 Jan 1912,France,1081.311533
380,3 Feb 1912,Wales,1733.2525920000003
381,3 Feb 1912,Scotland,1395.564106
382,10 Feb 1912,England,1608.4858359999998
383,10 Feb 1912,Ireland,1417.351132
384,24 Feb 1912,Ireland,1433.3540449999998
385,24 Feb 1912,Scotland,1379.561193
386,9 Mar 1912,Ireland,1498.65945
387,9 Mar 1912,Wales,1667.947187
388,16 Mar 1912,Scotland,1430.3189220000002
389,16 Mar 1912,England,1557.7281070000001
390,25 Mar 1912,Wales,1669.635211
391,25 Mar 1912,France,1079.623509
392,8 Apr 1912,France,1071.0413210000002
393,8 Apr 1912,England,1566.310295
394,16 Nov 1912,USA,1451.6405109999998
395,16 Nov 1912,Australia,1431.250841
396,23 Nov 1912,Scotland,1389.27742
397,23 Nov 1912,South Africa,1644.729425
398,30 Nov 1912,Ireland,1440.165303
399,30 Nov 1912,South Africa,1703.2235719999999
400,14 Dec 1912,Wales,1638.621846
401,14 Dec 1912,South Africa,1734.2369370000001
402,1 Jan 1913,France,1047.739976
403,1 Jan 1913,Scotland,1412.578765
404,4 Jan 1913,England,1537.556597
405,4 Jan 1913,South Africa,1762.990635
406,11 Jan 1913,France,1044.2870369999998
407,11 Jan 1913,South Africa,1766.443574
408,18 Jan 1913,Wales,1563.360974
409,18 Jan 1913,England,1612.8174689999998
410,25 Jan 1913,England,1615.7416560000001
411,25 Jan 1913,France,1041.36285
412,1 Feb 1913,Scotland,1378.066853
413,1 Feb 1913,Wales,1597.8728859999999
414,8 Feb 1913,Ireland,1404.460475
415,8 Feb 1913,England,1651.446484
416,22 Feb 1913,Scotland,1425.808104
417,22 Feb 1913,Ireland,1356.719224
418,27 Feb 1913,France,1038.097232
419,27 Feb 1913,Wales,1601.138504
420,8 Mar 1913,Wales,1608.744097
421,8 Mar 1913,Ireland,1349.113631
422,15 Mar 1913,England,1659.7898300000002
423,15 Mar 1913,Scotland,1417.464758
424,24 Mar 1913,Ireland,1361.699256
425,24 Mar 1913,France,1025.5116070000001
426,6 Sep 1913,New Zealand,1740.2055719999998
427,6 Sep 1913,Australia,1417.420991
428,13 Sep 1913,New Zealand,1749.637862
429,13 Sep 1913,Australia,1407.988701
430,20 Sep 1913,New Zealand,1658.555099
431,20 Sep 1913,Australia,1499.071464
432,15 Nov 1913,USA,1402.006188
433,15 Nov 1913,New Zealand,1708.189422
434,1 Jan 1914,France,1017.5157230000001
435,1 Jan 1914,Ireland,1369.69514
436,17 Jan 1914,England,1668.831641
437,17 Jan 1914,Wales,1599.702286
438,7 Feb 1914,Wales,1621.901489
439,7 Feb 1914,Scotland,1395.2655550000002
440,14 Feb 1914,England,1676.281654
441,14 Feb 1914,Ireland,1362.245127
442,28 Feb 1914,Ireland,1396.481843
443,28 Feb 1914,Scotland,1361.028839
444,2 Mar 1914,Wales,1624.621629
445,2 Mar 1914,France,1014.795583
446,14 Mar 1914,Ireland,1370.7379999999998
447,14 Mar 1914,Wales,1650.365472
448,21 Mar 1914,Scotland,1355.467547
449,21 Mar 1914,England,1681.842946
450,13 Apr 1914,France,1010.569403
451,13 Apr 1914,England,1686.069126
452,18 Jul 1914,Australia,1476.417192
453,18 Jul 1914,New Zealand,1730.8436940000001
454,1 Aug 1914,Australia,1446.058309
455,1 Aug 1914,New Zealand,1761.202577
456,15 Aug 1914,Australia,1423.802029
457,15 Aug 1914,New Zealand,1783.458857
458,1919,Romania,1409.730979
459,1919,USA,1492.275209
460,1 Jan 1920,France,998.0550279999999
461,1 Jan 1920,Scotland,1367.9819220000002
462,17 Jan 1920,Wales,1698.4241789999999
463,17 Jan 1920,England,1638.010419
464,31 Jan 1920,England,1639.160508
465,31 Jan 1920,France,996.904939
466,7 Feb 1920,Scotland,1420.343785
467,7 Feb 1920,Wales,1646.062316
468,14 Feb 1920,Ireland,1357.0253910000001
469,14 Feb 1920,England,1652.873117
470,17 Feb 1920,France,995.9231359999999
471,17 Feb 1920,Wales,1647.044119
472,28 Feb 1920,Scotland,1457.58436
473,28 Feb 1920,Ireland,1319.784816
474,13 Mar 1920,Wales,1658.607153
475,13 Mar 1920,Ireland,1308.221782
476,20 Mar 1920,England,1668.9159769999999
477,20 Mar 1920,Scotland,1441.5415
478,3 Apr 1920,Ireland,1228.8989550000001
479,3 Apr 1920,France,1075.245963
480,10 Oct 1920,France,1156.09358
481,10 Oct 1920,USA,1411.427592
482,15 Jan 1921,England,1711.01478
483,15 Jan 1921,Wales,1616.50835
484,22 Jan 1921,Scotland,1392.293314
485,22 Jan 1921,France,1205.341766
486,5 Feb 1921,Wales,1550.489718
487,5 Feb 1921,Scotland,1458.311946
488,12 Feb 1921,England,1715.3274010000002
489,12 Feb 1921,Ireland,1224.586334
490,26 Feb 1921,Ireland,1244.379707
491,26 Feb 1921,Scotland,1438.518573
492,26 Feb 1921,Wales,1557.6734800000002
493,26 Feb 1921,France,1198.158004
494,12 Mar 1921,Ireland,1228.625978
495,12 Mar 1921,Wales,1573.427209
496,19 Mar 1921,Scotland,1410.438716
497,19 Mar 1921,England,1743.4072579999997
498,28 Mar 1921,France,1194.128739
499,28 Mar 1921,England,1747.436523
500,9 Apr 1921,France,1236.518842
501,9 Apr 1921,Ireland,1186.235875
502,13 Aug 1921,New Zealand,1816.025886
503,13 Aug 1921,South Africa,1733.8765449999999
504,27 Aug 1921,New Zealand,1770.2044309999999
505,27 Aug 1921,South Africa,1779.6979999999999
506,17 Sep 1921,New Zealand,1770.2044309999999
507,17 Sep 1921,South Africa,1779.6979999999999
508,2 Jan 1922,France,1236.518842
509,2 Jan 1922,Scotland,1410.438716
510,21 Jan 1922,Wales,1653.549208
511,21 Jan 1922,England,1667.3145240000001
512,4 Feb 1922,Scotland,1410.438716
513,4 Feb 1922,Wales,1653.549208
514,11 Feb 1922,Ireland,1178.122365
515,11 Feb 1922,England,1675.428034
516,25 Feb 1922,England,1675.428034
517,25 Feb 1922,France,1236.518842
518,25 Feb 1922,Scotland,1418.5132130000002
519,25 Feb 1922,Ireland,1170.0478679999999
520,11 Mar 1922,Wales,1656.552856
521,11 Mar 1922,Ireland,1167.04422
522,18 Mar 1922,England,1685.458327
523,18 Mar 1922,Scotland,1408.48292
524,23 Mar 1922,France,1225.910317
525,23 Mar 1922,Wales,1667.1613810000001
526,8 Apr 1922,Ireland,1201.215801
527,8 Apr 1922,France,1191.738736
528,20 Jan 1923,England,1709.2025390000001
529,20 Jan 1923,Wales,1643.417169
530,20 Jan 1923,Scotland,1425.069294
531,20 Jan 1923,France,1175.1523619999998
532,3 Feb 1923,Wales,1596.627953
533,3 Feb 1923,Scotland,1471.85851
534,10 Feb 1923,England,1713.170095
535,10 Feb 1923,Ireland,1197.248245
536,24 Feb 1923,Ireland,1174.159432
537,24 Feb 1923,Scotland,1494.947323
538,24 Feb 1923,Wales,1601.395947
539,24 Feb 1923,France,1170.384368
540,10 Mar 1923,Ireland,1198.668469
541,10 Mar 1923,Wales,1576.88691
542,17 Mar 1923,Scotland,1481.549853
543,17 Mar 1923,England,1726.5675649999998
544,2 Apr 1923,France,1164.950683
545,2 Apr 1923,England,1732.00125
546,14 Apr 1923,France,1199.2644289999998
547,14 Apr 1923,Ireland,1164.3547230000001
548,1 Jan 1924,France,1232.992042
549,1 Jan 1924,Scotland,1447.82224
550,19 Jan 1924,Wales,1542.896118
551,19 Jan 1924,England,1765.992042
552,26 Jan 1924,Ireland,1202.559968
553,26 Jan 1924,France,1194.786797
554,2 Feb 1924,Scotland,1516.746673
555,2 Feb 1924,Wales,1473.971685
556,9 Feb 1924,Ireland,1196.922092
557,9 Feb 1924,England,1771.6299179999999
558,23 Feb 1924,England,1773.981014
559,23 Feb 1924,France,1192.4357009999999
560,23 Feb 1924,Scotland,1523.438316
561,23 Feb 1924,Ireland,1190.2304490000001
562,8 Mar 1924,Wales,1424.777638
563,8 Mar 1924,Ireland,1239.424496
564,15 Mar 1924,England,1789.92288
565,15 Mar 1924,Scotland,1507.49645
566,27 Mar 1924,France,1173.899527
567,27 Mar 1924,Wales,1443.3138119999999
568,4 May 1924,France,1290.740115
569,4 May 1924,Romania,1292.890391
570,11 May 1924,Romania,1229.204168
571,11 May 1924,USA,1475.113815
572,18 May 1924,France,1253.082171
573,18 May 1924,USA,1512.771759
574,16 Aug 1924,South Africa,1790.874099
575,16 Aug 1924,Britain,1572.531078
576,18 Aug 1924,Samoa,1452.813294
577,18 Aug 1924,Fiji,1547.186706
578,23 Aug 1924,South Africa,1808.8994850000001
579,23 Aug 1924,Britain,1554.505692
580,25 Aug 1924,Tonga,1525.510147
581,25 Aug 1924,Fiji,1521.676559
582,3 Sep 1924,Tonga,1464.731224
583,3 Sep 1924,Fiji,1582.455482
584,10 Sep 1924,Tonga,1464.731224
585,10 Sep 1924,Fiji,1582.455482
586,13 Sep 1924,South Africa,1808.8994850000001
587,13 Sep 1924,Britain,1554.505692
588,19 Sep 1924,Samoa,1497.805493
589,19 Sep 1924,Fiji,1537.463283
590,20 Sep 1924,South Africa,1819.7543190000001
591,20 Sep 1924,Britain,1543.650858
592,1 Nov 1924,Ireland,1234.15836
593,1 Nov 1924,New Zealand,1775.470567
594,29 Nov 1924,Wales,1421.09349
595,29 Nov 1924,New Zealand,1797.690889
596,1 Jan 1925,France,1203.897953
597,1 Jan 1925,Ireland,1283.342578
598,3 Jan 1925,England,1743.570288
599,3 Jan 1925,New Zealand,1844.043481
600,17 Jan 1925,England,1750.7376579999998
601,17 Jan 1925,Wales,1413.9261199999999
602,18 Jan 1925,France,1199.1048759999999
603,18 Jan 1925,New Zealand,1848.8365579999997
604,24 Jan 1925,Scotland,1519.7480289999999
605,24 Jan 1925,France,1186.853297
606,7 Feb 1925,Wales,1370.2098
607,7 Feb 1925,Scotland,1563.464349
608,14 Feb 1925,England,1750.7376579999998
609,14 Feb 1925,Ireland,1283.342578
610,28 Feb 1925,Ireland,1265.053408
611,28 Feb 1925,Scotland,1581.7535189999999
612,28 Feb 1925,Wales,1384.5540019999999
613,28 Feb 1925,France,1172.509095
614,14 Mar 1925,Ireland,1328.939674
615,14 Mar 1925,Wales,1320.6677359999999
616,21 Mar 1925,Scotland,1616.805953
617,21 Mar 1925,England,1715.6852239999998
618,13 Apr 1925,France,1169.727765
619,13 Apr 1925,England,1718.4665539999999
620,2 Jan 1926,France,1158.3395890000002
621,2 Jan 1926,Scotland,1628.194129
622,16 Jan 1926,Wales,1320.6677359999999
623,16 Jan 1926,England,1718.4665539999999
624,23 Jan 1926,Ireland,1348.379914
625,23 Jan 1926,France,1138.899349
626,6 Feb 1926,Scotland,1633.713516
627,6 Feb 1926,Wales,1315.148349
628,13 Feb 1926,Ireland,1402.8191199999999
629,13 Feb 1926,England,1664.027348
630,27 Feb 1926,England,1667.07071
631,27 Feb 1926,France,1135.855987
632,27 Feb 1926,Scotland,1586.410682
633,27 Feb 1926,Ireland,1450.121954
634,13 Mar 1926,Wales,1347.615767
635,13 Mar 1926,Ireland,1417.654536
636,20 Mar 1926,England,1604.669382
637,20 Mar 1926,Scotland,1648.8120099999999
638,5 Apr 1926,France,1122.109616
639,5 Apr 1926,Wales,1361.3621380000002
640,30 Jul 1926,Samoa,1437.8818509999999
641,30 Jul 1926,Tonga,1524.654866
642,14 Aug 1926,Fiji,1568.755943
643,14 Aug 1926,Tonga,1493.362206
644,16 Aug 1926,Fiji,1518.3195449999998
645,16 Aug 1926,Tonga,1543.7986039999998
646,18 Aug 1926,Fiji,1486.670394
